name,time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,mag_x,mag_y,mag_z,pressure,temperature
sensor_combined,1767473964002717434,0.1,0.96,-0.17,-0.37,-0.18,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473964002717286,0.1,0.96,-0.17,-0.37,-0.18,-0.18,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473964001805818,0.1,0.96,-0.17,-0.37,-0.18,-0.18,70.15,-29,-24,5,100.79,19.12
sensor_combined,1767473964001459731,0.1,0.96,-0.17,-0.37,-0.18,-0.18,70.15,-29,-23,5,100.79,19.12
sensor_combined,1767473964000704224,0.1,0.96,-0.17,-0.37,-0.18,-0.18,70.15,-29,-23,4,100.79,19.12
sensor_combined,1767473963999637871,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963983020554,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963982364879,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963981226655,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963981083084,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963980845958,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.15,-26,-24,5,100.79,19.12
sensor_combined,1767473963943026821,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-26,-24,5,100.79,19.12
sensor_combined,1767473950395955538,0.1,0.96,-0.17,-0.24,-0.06,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950395904742,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950395490712,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-26,-24,5,100.79,19.12
sensor_combined,1767473950395007830,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-26,-24,5,100.79,19.12
sensor_combined,1767473950394403765,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950393757664,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950393071379,0.1,0.96,-0.17,-0.24,-0.12,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950392995121,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950392277539,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950390454493,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.17,-26,-23,5,100.79,19.12
sensor_combined,1767473950365747581,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.17,-26,-23,5,100.8,19.12
sensor_combined,1767473950319851423,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.15,-26,-23,5,100.8,19.12
sensor_combined,1767473936678211983,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.15,-26,-22,6,100.8,19.12
sensor_combined,1767473936677513605,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.15,-26,-23,6,100.8,19.12
sensor_combined,1767473936676964761,0.1,0.96,-0.17,-0.31,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936676526916,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.15,-26,-23,5,100.8,19.12
sensor_combined,1767473936675925370,0.1,0.96,-0.17,-0.37,-0.12,-0.18,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936674792962,0.1,0.96,-0.17,-0.37,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936674540169,0.1,0.96,-0.17,-0.37,-0.12,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936673016082,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936673007823,0.1,0.96,-0.17,-0.31,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936672380888,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936672139355,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.15,-29,-22,6,100.8,19.12
sensor_combined,1767473936652644659,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-29,-22,6,100.8,19.12
sensor_combined,1767473923083523444,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-29,-23,2,100.8,19.12
sensor_combined,1767473923082902306,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923082882510,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923082312185,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-29,-22,2,100.8,19.12
sensor_combined,1767473923082312148,0.1,0.95,-0.17,-0.31,-0.06,-0.24,70.17,-29,-22,6,100.8,19.12
sensor_combined,1767473923081571789,0.1,0.95,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923081480735,0.1,0.95,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923081120722,0.1,0.95,-0.17,-0.31,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923079785558,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923047677523,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473923018112540,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473922966663104,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.12
sensor_combined,1767473909428260802,0.1,0.96,-0.17,-0.24,-0.12,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909427823716,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-24,3,100.8,19.13
sensor_combined,1767473909427805550,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909427628978,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,3,100.8,19.13
sensor_combined,1767473909427232392,0.1,0.96,-0.17,-0.24,-0.12,-0.24,70.17,-30,-23,2,100.8,19.13
sensor_combined,1767473909423412415,0.1,0.96,-0.17,-0.24,-0.06,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909423028588,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909412718972,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909410719077,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909408846680,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.17,-29,-24,3,100.8,19.13
sensor_combined,1767473909408227857,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.17,-29,-24,3,100.79,19.13
sensor_combined,1767473909408003749,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.21,-29,-24,3,100.79,19.13
sensor_combined,1767473895780433052,0.1,0.96,-0.17,-0.37,-0.06,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895779855931,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895779803154,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.21,-29,-23,2,100.79,19.12
sensor_combined,1767473895779614398,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.21,-29,-24,3,100.79,19.12
sensor_combined,1767473895779613194,0.1,0.96,-0.17,-0.37,-0.06,-0.06,70.21,-29,-24,2,100.79,19.12
sensor_combined,1767473895779137035,0.1,0.96,-0.17,-0.18,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895778756263,0.1,0.96,-0.17,-0.18,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895778194494,0.1,0.96,-0.17,-0.18,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895777607040,0.1,0.96,-0.17,-0.37,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895777077308,0.1,0.96,-0.17,-0.18,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895776797850,0.1,0.96,-0.17,-0.18,0,-0.31,70.21,-27,-23,2,100.79,19.12
sensor_combined,1767473895759458363,0.1,0.96,-0.17,-0.18,0,-0.31,70.22,-27,-23,2,100.79,19.12
sensor_combined,1767473882133954716,0.1,0.96,-0.17,-0.18,0,-0.31,70.22,-27,-23,2,100.79,19.12
sensor_combined,1767473882133134803,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882132981898,0.1,0.96,-0.17,-0.18,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882132040561,0.1,0.96,-0.17,-0.18,0,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882131781750,0.1,0.96,-0.17,-0.18,0,-0.31,70.22,-27,-26,2,100.79,19.12
sensor_combined,1767473882131668011,0.1,0.96,-0.17,-0.18,0,-0.31,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882131410589,0.1,0.96,-0.17,-0.18,0,-0.31,70.22,-27,-23,2,100.79,19.12
sensor_combined,1767473882126743608,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882087126067,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882083381607,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882083371756,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.22,-29,-26,2,100.79,19.12
sensor_combined,1767473882041274532,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.24,-29,-26,2,100.79,19.12
sensor_combined,1767473868473779388,0.1,0.96,-0.17,-0.37,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868473538707,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.24,-29,-26,2,100.79,19.1
sensor_combined,1767473868473317358,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.24,-29,-23,5,100.79,19.1
sensor_combined,1767473868473013993,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.24,-29,-26,5,100.79,19.1
sensor_combined,1767473868472435335,0.1,0.96,-0.17,-0.37,-0.06,-0.18,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868471828734,0.1,0.96,-0.17,-0.37,-0.06,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868471169689,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868470506218,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868469879894,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868469126240,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868467955536,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.24,-28,-23,5,100.79,19.1
sensor_combined,1767473868467632189,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.2,-28,-23,5,100.79,19.1
sensor_combined,1767473854912441670,0.1,0.96,-0.17,-0.43,-0.12,-0.18,70.2,-27,-24,2,100.79,19.1
sensor_combined,1767473854911768310,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.2,-27,-24,2,100.79,19.1
sensor_combined,1767473854911752755,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.2,-28,-24,2,100.79,19.1
sensor_combined,1767473854911524018,0.1,0.96,-0.17,-0.43,-0.12,-0.12,70.2,-28,-23,5,100.79,19.1
